No.;Fecha inicial corte;Fecha final corte;Departamento;Municipio;Comunidad (Si aplica);Clasificacion;Tema;Subtema;Tipo de dato (medida);No. De personas/porcentaje/eventos;No. De mujeres mayores de edad;No. De hombres mayores de edad;No. De mujeres menores de edad;No. De hombres menores de edad;Madres gestantes;Grupo etnico;Si es indigena indique pueblo;Texto descriptivo;Link informacion;Link Registro fotografico;Observacion
248;6/03/20;29/08/21;BOYACA;CUITIVA;No indica;Analisis situacional;COVID 19;Contagio;Numero;45;24;15;2;4;No indica;No indica;No indica;En el municipio de CUITIVA se tiene un total de Contagio 45;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
249;6/03/20;29/08/21;BOYACA;DUITAMA;No indica;Analisis situacional;COVID 19;Contagio;Numero;17391;8361;7760;634;636;No indica;No indica;No indica;En el municipio de DUITAMA se tiene un total de Contagio 17391;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
250;6/03/20;29/08/21;BOYACA;EL COCUY;No indica;Analisis situacional;COVID 19;Contagio;Numero;89;44;42;2;1;No indica;No indica;No indica;En el municipio de EL COCUY se tiene un total de Contagio 89;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
251;6/03/20;29/08/21;BOYACA;EL ESPINO;No indica;Analisis situacional;COVID 19;Contagio;Numero;62;24;36;1;1;No indica;No indica;No indica;En el municipio de EL ESPINO se tiene un total de Contagio 62;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
252;6/03/20;29/08/21;BOYACA;FIRAVITOBA;No indica;Analisis situacional;COVID 19;Contagio;Numero;253;115;122;11;5;No indica;No indica;No indica;En el municipio de FIRAVITOBA se tiene un total de Contagio 253;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
253;6/03/20;29/08/21;BOYACA;FLORESTA;No indica;Analisis situacional;COVID 19;Contagio;Numero;73;33;32;2;6;No indica;No indica;No indica;En el municipio de FLORESTA se tiene un total de Contagio 73;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
254;6/03/20;29/08/21;BOYACA;GACHANTIVA;No indica;Analisis situacional;COVID 19;Contagio;Numero;102;47;42;6;7;No indica;No indica;No indica;En el municipio de GACHANTIVA se tiene un total de Contagio 102;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
255;6/03/20;29/08/21;BOYACA;GAMEZA;No indica;Analisis situacional;COVID 19;Contagio;Numero;92;35;53;1;3;No indica;No indica;No indica;En el municipio de GAMEZA se tiene un total de Contagio 92;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
256;6/03/20;29/08/21;BOYACA;GARAGOA;No indica;Analisis situacional;COVID 19;Contagio;Numero;1395;697;610;46;42;No indica;No indica;No indica;En el municipio de GARAGOA se tiene un total de Contagio 1395;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
257;6/03/20;29/08/21;BOYACA;GUACAMAYAS;No indica;Analisis situacional;COVID 19;Contagio;Numero;32;17;14;1;0;No indica;No indica;No indica;En el municipio de GUACAMAYAS se tiene un total de Contagio 32;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
258;6/03/20;29/08/21;BOYACA;GUATEQUE;No indica;Analisis situacional;COVID 19;Contagio;Numero;987;485;456;23;23;No indica;No indica;No indica;En el municipio de GUATEQUE se tiene un total de Contagio 987;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
259;6/03/20;29/08/21;BOYACA;GUAYATA;No indica;Analisis situacional;COVID 19;Contagio;Numero;62;28;32;2;0;No indica;No indica;No indica;En el municipio de GUAYATA se tiene un total de Contagio 62;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
260;6/03/20;29/08/21;BOYACA;GUICAN;No indica;Analisis situacional;COVID 19;Contagio;Numero;94;47;40;2;5;No indica;No indica;No indica;En el municipio de GUICAN se tiene un total de Contagio 94;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
261;6/03/20;29/08/21;BOYACA;IZA;No indica;Analisis situacional;COVID 19;Contagio;Numero;131;62;49;10;10;No indica;No indica;No indica;En el municipio de IZA se tiene un total de Contagio 131;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
262;6/03/20;29/08/21;BOYACA;JENESANO;No indica;Analisis situacional;COVID 19;Contagio;Numero;165;80;72;6;7;No indica;No indica;No indica;En el municipio de JENESANO se tiene un total de Contagio 165;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
263;6/03/20;29/08/21;BOYACA;JERICO;No indica;Analisis situacional;COVID 19;Contagio;Numero;47;19;27;1;0;No indica;No indica;No indica;En el municipio de JERICO se tiene un total de Contagio 47;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
264;6/03/20;29/08/21;BOYACA;LA CAPILLA;No indica;Analisis situacional;COVID 19;Contagio;Numero;71;40;26;3;2;No indica;No indica;No indica;En el municipio de LA CAPILLA se tiene un total de Contagio 71;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
265;6/03/20;29/08/21;BOYACA;LA UVITA;No indica;Analisis situacional;COVID 19;Contagio;Numero;178;91;79;5;3;No indica;No indica;No indica;En el municipio de LA UVITA se tiene un total de Contagio 178;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
266;6/03/20;29/08/21;BOYACA;LA VICTORIA;No indica;Analisis situacional;COVID 19;Contagio;Numero;19;7;11;0;1;No indica;No indica;No indica;En el municipio de LA VICTORIA se tiene un total de Contagio 19;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
267;6/03/20;29/08/21;BOYACA;LABRANZAGRANDE;No indica;Analisis situacional;COVID 19;Contagio;Numero;65;25;33;3;4;No indica;No indica;No indica;En el municipio de LABRANZAGRANDE se tiene un total de Contagio 65;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
268;6/03/20;29/08/21;BOYACA;MACANAL;No indica;Analisis situacional;COVID 19;Contagio;Numero;93;44;47;1;1;No indica;No indica;No indica;En el municipio de MACANAL se tiene un total de Contagio 93;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
269;6/03/20;29/08/21;BOYACA;MARIPI;No indica;Analisis situacional;COVID 19;Contagio;Numero;106;53;41;6;6;No indica;No indica;No indica;En el municipio de MARIPI se tiene un total de Contagio 106;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
270;6/03/20;29/08/21;BOYACA;MIRAFLORES;No indica;Analisis situacional;COVID 19;Contagio;Numero;561;249;280;19;13;No indica;No indica;No indica;En el municipio de MIRAFLORES se tiene un total de Contagio 561;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
271;6/03/20;29/08/21;BOYACA;MONGUA;No indica;Analisis situacional;COVID 19;Contagio;Numero;69;36;24;6;3;No indica;No indica;No indica;En el municipio de MONGUA se tiene un total de Contagio 69;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
272;6/03/20;29/08/21;BOYACA;MONGUI;No indica;Analisis situacional;COVID 19;Contagio;Numero;239;113;108;11;7;No indica;No indica;No indica;En el municipio de MONGUI se tiene un total de Contagio 239;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
273;6/03/20;29/08/21;BOYACA;MONIQUIRA;No indica;Analisis situacional;COVID 19;Contagio;Numero;1744;918;726;49;51;No indica;No indica;No indica;En el municipio de MONIQUIRA se tiene un total de Contagio 1744;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
274;6/03/20;29/08/21;BOYACA;MOTAVITA;No indica;Analisis situacional;COVID 19;Contagio;Numero;186;83;84;13;6;No indica;No indica;No indica;En el municipio de MOTAVITA se tiene un total de Contagio 186;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
275;6/03/20;29/08/21;BOYACA;MUZO;No indica;Analisis situacional;COVID 19;Contagio;Numero;445;156;277;6;6;No indica;No indica;No indica;En el municipio de MUZO se tiene un total de Contagio 445;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
276;6/03/20;29/08/21;BOYACA;NOBSA;No indica;Analisis situacional;COVID 19;Contagio;Numero;1327;562;636;71;58;No indica;No indica;No indica;En el municipio de NOBSA se tiene un total de Contagio 1327;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
277;6/03/20;29/08/21;BOYACA;NUEVO COLON;No indica;Analisis situacional;COVID 19;Contagio;Numero;78;38;29;5;6;No indica;No indica;No indica;En el municipio de NUEVO COLON se tiene un total de Contagio 78;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
278;6/03/20;29/08/21;BOYACA;OICATA;No indica;Analisis situacional;COVID 19;Contagio;Numero;90;43;38;5;4;No indica;No indica;No indica;En el municipio de OICATA se tiene un total de Contagio 90;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
279;6/03/20;29/08/21;BOYACA;OTANCHE;No indica;Analisis situacional;COVID 19;Contagio;Numero;180;89;79;6;6;No indica;No indica;No indica;En el municipio de OTANCHE se tiene un total de Contagio 180;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
280;6/03/20;29/08/21;BOYACA;PACHAVITA;No indica;Analisis situacional;COVID 19;Contagio;Numero;31;17;14;0;0;No indica;No indica;No indica;En el municipio de PACHAVITA se tiene un total de Contagio 31;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
281;6/03/20;29/08/21;BOYACA;PAEZ;No indica;Analisis situacional;COVID 19;Contagio;Numero;45;16;24;2;3;No indica;No indica;No indica;En el municipio de PAEZ se tiene un total de Contagio 45;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
282;6/03/20;29/08/21;BOYACA;PAIPA;No indica;Analisis situacional;COVID 19;Contagio;Numero;3160;1549;1409;106;96;No indica;No indica;No indica;En el municipio de PAIPA se tiene un total de Contagio 3160;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
283;6/03/20;29/08/21;BOYACA;PAJARITO;No indica;Analisis situacional;COVID 19;Contagio;Numero;81;46;31;4;0;No indica;No indica;No indica;En el municipio de PAJARITO se tiene un total de Contagio 81;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
284;6/03/20;29/08/21;BOYACA;PANQUEBA;No indica;Analisis situacional;COVID 19;Contagio;Numero;45;24;21;0;0;No indica;No indica;No indica;En el municipio de PANQUEBA se tiene un total de Contagio 45;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
285;6/03/20;29/08/21;BOYACA;PAUNA;No indica;Analisis situacional;COVID 19;Contagio;Numero;122;54;62;3;3;No indica;No indica;No indica;En el municipio de PAUNA se tiene un total de Contagio 122;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
286;6/03/20;29/08/21;BOYACA;PAYA;No indica;Analisis situacional;COVID 19;Contagio;Numero;37;19;12;4;2;No indica;No indica;No indica;En el municipio de PAYA se tiene un total de Contagio 37;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
287;6/03/20;29/08/21;BOYACA;PAZ DE RIO;No indica;Analisis situacional;COVID 19;Contagio;Numero;217;72;140;5;0;No indica;No indica;No indica;En el municipio de PAZ DE RIO se tiene un total de Contagio 217;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
288;6/03/20;29/08/21;BOYACA;PESCA;No indica;Analisis situacional;COVID 19;Contagio;Numero;150;69;76;3;2;No indica;No indica;No indica;En el municipio de PESCA se tiene un total de Contagio 150;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
289;6/03/20;29/08/21;BOYACA;PISBA;No indica;Analisis situacional;COVID 19;Contagio;Numero;35;19;15;1;0;No indica;No indica;No indica;En el municipio de PISBA se tiene un total de Contagio 35;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
290;6/03/20;29/08/21;BOYACA;PUERTO BOYACA;No indica;Analisis situacional;COVID 19;Contagio;Numero;3889;1574;2068;116;131;No indica;No indica;No indica;En el municipio de PUERTO BOYACA se tiene un total de Contagio 3889;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
291;6/03/20;29/08/21;BOYACA;QUIPAMA;No indica;Analisis situacional;COVID 19;Contagio;Numero;156;63;90;2;1;No indica;No indica;No indica;En el municipio de QUIPAMA se tiene un total de Contagio 156;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
292;6/03/20;29/08/21;BOYACA;RAMIRIQUI;No indica;Analisis situacional;COVID 19;Contagio;Numero;456;218;197;17;24;No indica;No indica;No indica;En el municipio de RAMIRIQUI se tiene un total de Contagio 456;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
293;6/03/20;29/08/21;BOYACA;RAQUIRA;No indica;Analisis situacional;COVID 19;Contagio;Numero;142;63;72;3;4;No indica;No indica;No indica;En el municipio de RAQUIRA se tiene un total de Contagio 142;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
294;6/03/20;29/08/21;BOYACA;RONDON;No indica;Analisis situacional;COVID 19;Contagio;Numero;14;6;8;0;0;No indica;No indica;No indica;En el municipio de RONDON se tiene un total de Contagio 14;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
295;6/03/20;29/08/21;BOYACA;SABOYA;No indica;Analisis situacional;COVID 19;Contagio;Numero;218;107;91;9;11;No indica;No indica;No indica;En el municipio de SABOYA se tiene un total de Contagio 218;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
296;6/03/20;29/08/21;BOYACA;SACHICA;No indica;Analisis situacional;COVID 19;Contagio;Numero;152;73;59;12;8;No indica;No indica;No indica;En el municipio de SACHICA se tiene un total de Contagio 152;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
297;6/03/20;29/08/21;BOYACA;SAMACA;No indica;Analisis situacional;COVID 19;Contagio;Numero;1635;603;943;43;46;No indica;No indica;No indica;En el municipio de SAMACA se tiene un total de Contagio 1635;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
298;6/03/20;29/08/21;BOYACA;SAN EDUARDO;No indica;Analisis situacional;COVID 19;Contagio;Numero;16;10;4;1;1;No indica;No indica;No indica;En el municipio de SAN EDUARDO se tiene un total de Contagio 16;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
299;6/03/20;29/08/21;BOYACA;SAN JOSE DE PARE;No indica;Analisis situacional;COVID 19;Contagio;Numero;179;91;86;1;1;No indica;No indica;No indica;En el municipio de SAN JOSE DE PARE se tiene un total de Contagio 179;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
300;6/03/20;29/08/21;BOYACA;SAN LUIS DE GACENO;No indica;Analisis situacional;COVID 19;Contagio;Numero;78;26;46;3;3;No indica;No indica;No indica;En el municipio de SAN LUIS DE GACENO se tiene un total de Contagio 78;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
301;6/03/20;29/08/21;BOYACA;SAN MATEO;No indica;Analisis situacional;COVID 19;Contagio;Numero;73;24;39;6;4;No indica;No indica;No indica;En el municipio de SAN MATEO se tiene un total de Contagio 73;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
302;6/03/20;29/08/21;BOYACA;SAN MIGUEL DE SEMA;No indica;Analisis situacional;COVID 19;Contagio;Numero;150;86;58;4;2;No indica;No indica;No indica;En el municipio de SAN MIGUEL DE SEMA se tiene un total de Contagio 150;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
303;6/03/20;29/08/21;BOYACA;SAN PABLO DE BORBUR;No indica;Analisis situacional;COVID 19;Contagio;Numero;209;68;137;0;4;No indica;No indica;No indica;En el municipio de SAN PABLO DE BORBUR se tiene un total de Contagio 209;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
304;6/03/20;29/08/21;BOYACA;SANTA MARIA;No indica;Analisis situacional;COVID 19;Contagio;Numero;163;82;79;0;2;No indica;No indica;No indica;En el municipio de SANTA MARIA se tiene un total de Contagio 163;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
305;6/03/20;29/08/21;BOYACA;SANTA ROSA DE VITERBO;No indica;Analisis situacional;COVID 19;Contagio;Numero;577;260;276;18;23;No indica;No indica;No indica;En el municipio de SANTA ROSA DE VITERBO se tiene un total de Contagio 577;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
306;6/03/20;29/08/21;BOYACA;SANTA SOFIA;No indica;Analisis situacional;COVID 19;Contagio;Numero;43;24;16;1;2;No indica;No indica;No indica;En el municipio de SANTA SOFIA se tiene un total de Contagio 43;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
307;6/03/20;29/08/21;BOYACA;SANTANA;No indica;Analisis situacional;COVID 19;Contagio;Numero;316;165;138;7;6;No indica;No indica;No indica;En el municipio de SANTANA se tiene un total de Contagio 316;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
308;6/03/20;29/08/21;BOYACA;SATIVANORTE;No indica;Analisis situacional;COVID 19;Contagio;Numero;99;41;35;10;13;No indica;No indica;No indica;En el municipio de SATIVANORTE se tiene un total de Contagio 99;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
309;6/03/20;29/08/21;BOYACA;SATIVASUR;No indica;Analisis situacional;COVID 19;Contagio;Numero;16;9;7;0;0;No indica;No indica;No indica;En el municipio de SATIVASUR se tiene un total de Contagio 16;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
310;6/03/20;29/08/21;BOYACA;SIACHOQUE;No indica;Analisis situacional;COVID 19;Contagio;Numero;135;59;66;3;7;No indica;No indica;No indica;En el municipio de SIACHOQUE se tiene un total de Contagio 135;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
311;6/03/20;29/08/21;BOYACA;SOATA;No indica;Analisis situacional;COVID 19;Contagio;Numero;1093;510;425;73;85;No indica;No indica;No indica;En el municipio de SOATA se tiene un total de Contagio 1093;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
312;6/03/20;29/08/21;BOYACA;SOCHA;No indica;Analisis situacional;COVID 19;Contagio;Numero;432;172;238;13;9;No indica;No indica;No indica;En el municipio de SOCHA se tiene un total de Contagio 432;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
313;6/03/20;29/08/21;BOYACA;SOCOTA;No indica;Analisis situacional;COVID 19;Contagio;Numero;190;59;126;3;2;No indica;No indica;No indica;En el municipio de SOCOTA se tiene un total de Contagio 190;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
314;6/03/20;29/08/21;BOYACA;SOGAMOSO;No indica;Analisis situacional;COVID 19;Contagio;Numero;17956;8525;7889;770;772;No indica;No indica;No indica;En el municipio de SOGAMOSO se tiene un total de Contagio 17956;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
315;6/03/20;29/08/21;BOYACA;SOMONDOCO;No indica;Analisis situacional;COVID 19;Contagio;Numero;77;36;34;4;3;No indica;No indica;No indica;En el municipio de SOMONDOCO se tiene un total de Contagio 77;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
316;6/03/20;29/08/21;BOYACA;SORA;No indica;Analisis situacional;COVID 19;Contagio;Numero;44;18;23;1;2;No indica;No indica;No indica;En el municipio de SORA se tiene un total de Contagio 44;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
317;6/03/20;29/08/21;BOYACA;SORACA;No indica;Analisis situacional;COVID 19;Contagio;Numero;138;66;59;7;6;No indica;No indica;No indica;En el municipio de SORACA se tiene un total de Contagio 138;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
318;6/03/20;29/08/21;BOYACA;SOTAQUIRA;No indica;Analisis situacional;COVID 19;Contagio;Numero;137;70;62;3;2;No indica;No indica;No indica;En el municipio de SOTAQUIRA se tiene un total de Contagio 137;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
319;6/03/20;29/08/21;BOYACA;SUSACON;No indica;Analisis situacional;COVID 19;Contagio;Numero;94;48;40;4;2;No indica;No indica;No indica;En el municipio de SUSACON se tiene un total de Contagio 94;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
320;6/03/20;29/08/21;BOYACA;SUTAMARCHAN;No indica;Analisis situacional;COVID 19;Contagio;Numero;199;96;79;16;8;No indica;No indica;No indica;En el municipio de SUTAMARCHAN se tiene un total de Contagio 199;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
321;6/03/20;29/08/21;BOYACA;SUTATENZA;No indica;Analisis situacional;COVID 19;Contagio;Numero;79;33;38;3;5;No indica;No indica;No indica;En el municipio de SUTATENZA se tiene un total de Contagio 79;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
322;6/03/20;29/08/21;BOYACA;TASCO;No indica;Analisis situacional;COVID 19;Contagio;Numero;196;77;110;4;5;No indica;No indica;No indica;En el municipio de TASCO se tiene un total de Contagio 196;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
323;6/03/20;29/08/21;BOYACA;TENZA;No indica;Analisis situacional;COVID 19;Contagio;Numero;109;58;40;8;3;No indica;No indica;No indica;En el municipio de TENZA se tiene un total de Contagio 109;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
324;6/03/20;29/08/21;BOYACA;TIBANA;No indica;Analisis situacional;COVID 19;Contagio;Numero;230;98;94;16;22;No indica;No indica;No indica;En el municipio de TIBANA se tiene un total de Contagio 230;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
325;6/03/20;29/08/21;BOYACA;TIBASOSA;No indica;Analisis situacional;COVID 19;Contagio;Numero;533;259;227;22;25;No indica;No indica;No indica;En el municipio de TIBASOSA se tiene un total de Contagio 533;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
326;6/03/20;29/08/21;BOYACA;TINJACA;No indica;Analisis situacional;COVID 19;Contagio;Numero;67;39;28;0;0;No indica;No indica;No indica;En el municipio de TINJACA se tiene un total de Contagio 67;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
327;6/03/20;29/08/21;BOYACA;TIPACOQUE;No indica;Analisis situacional;COVID 19;Contagio;Numero;177;79;71;13;14;No indica;No indica;No indica;En el municipio de TIPACOQUE se tiene un total de Contagio 177;https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr;No aplica;
